customer_id,registration_date,age,gender,location,account_type,login_frequency,transaction_count,avg_transaction_amount,total_spent,customer_service_interaction_count,churn
cc163d26-4b4b-49e6-81a3-79d9f1b3ed93,2023-09-25,22,,Marcmouth,checking,8,403,245.93,99109.79,6,1
385d7320-812e-45c6-8c31-9e210980446e,2021-10-15,18,Male,South Matthewside,savings,14,474,800.56,379465.44,10,1
917303da-961a-4970-8ee3-583e1e22deff,2023-08-21,23,Male,West Carrie,,27,152,456.8,69433.6,8,1
b9642db4-7485-455a-85a0-19d19596cdab,2021-02-09,41,Female,West Lisa,savings,5,468,742.08,347293.44,8,1
b191ab1f-c828-4d1b-8a7c-3bd62bbb29c1,2023-12-16,35,Female,East Joyceview,loan,26,424,959.52,406836.48,0,0
897761d2-d5b8-44d6-8269-354365a61e61,2024-12-11,51,,Jensenville,,8,238,230.56,54873.28,5,1
8c948a84-f599-4bd1-845b-b6b297964818,2022-07-21,63,,Elizabethhaven,savings,25,478,404.16,193188.48,10,0
83ae4c5e-54da-4074-8070-16f50d14f0f3,2024-08-03,44,Female,Sanchezland,checking,14,24,748.11,17954.64,5,0
e0af831d-1327-4393-8f58-182902fdfcbb,2023-07-16,46,Male,Johnsonshire,loan,23,349,466.6,162843.4,7,1
ca089684-ff37-45a0-9662-126462bab42b,2022-07-06,67,Male,Lake Lanceburgh,checking,18,178,204.13,36335.14,5,0
71a44a1d-0cdb-4912-80fb-75b2cc7a3515,2025-02-18,62,Female,North Monica,,25,160,327.16,52345.6,2,1
86a84a9b-d402-4a27-a113-fe0f44000233,2024-07-09,48,Female,Melissaville,checking,10,467,267.31,124833.77,7,0
ce5589a4-1f75-4e52-8f4b-2506ff79ef0f,2021-06-21,68,,Port Carolineland,savings,16,294,461.54,135692.76,8,1
aca83513-a881-4de2-b15c-213e3c2d2d4d,2022-01-15,57,Male,Courtneybury,checking,24,39,438.69,17108.91,5,0
41ef4377-4637-4226-8964-f58e7a3c468d,2020-08-11,57,,West Jessicabury,savings,30,314,35.05,11005.7,8,1
c86413d1-13cc-4279-b3c4-afd2b61cfb08,2023-05-25,41,Male,Wallsburgh,,11,346,210.78,72929.88,4,0
02a04119-d8ec-488d-b1c4-7b29e2299b13,2023-10-21,70,Male,Kimberlyland,loan,12,64,899.69,57580.16,9,1
aef52e96-89c0-4cca-81c1-87600005bc94,2024-04-16,54,,Andrewborough,,28,359,974.3,349773.7,8,0
e1c0fe09-bb6b-4a48-97b8-d2a55c52e6d6,2021-01-27,64,Female,South Amanda,,23,423,967.98,409455.54,7,1
3a80aadc-607c-422f-b55e-2ce6379f439c,2023-02-10,69,Male,Morganchester,loan,16,22,565.81,12447.82,1,1
b1fac609-3617-44b9-8776-b8bb149f70c2,2024-07-15,63,Male,North Angelaburgh,loan,13,142,426.08,60503.36,10,1
9f2a7eb9-298a-4c52-9707-701020d4ebe6,2022-11-03,69,,Connerside,,16,60,894.45,53667.0,1,0
4bd3bb27-dd60-4dc3-8aae-99c821450366,2022-10-09,46,Male,North Amandachester,,2,332,811.74,269497.68,4,1
e79ad97f-5283-452d-8563-04e894138f59,2023-03-30,61,,East Jason,checking,6,173,359.71,62229.83,1,1
1a3d807e-62e7-45ea-9204-5824276e15b6,2024-04-01,18,,Maynardside,,4,248,271.42,67312.16,9,0
a0e948bb-048a-4eac-bd8f-10cfbdaf2992,2020-04-01,39,Female,New Kimberlychester,loan,6,283,784.36,221973.88,4,0
8c6bda74-1a9a-4f5b-ad1e-619dd0978ab2,2022-10-16,48,,Lake Jeffrey,checking,23,199,327.88,65248.12,3,0
58937bed-8d40-4a8e-adc3-f90c88060f71,2022-04-15,51,Female,South Joseph,loan,17,345,840.1,289834.5,0,0
7a3edc7e-723d-4a0a-94e1-fd1848dc0ffb,2022-12-04,18,,Diazmouth,checking,5,197,662.69,130549.93,0,0
aee905cb-f66e-49fe-b226-1c8bf8798096,2020-08-29,58,Female,North Monica,savings,2,428,662.0,283336.0,0,1
a34f3517-6fcd-420b-9a69-42acdda26f34,2022-06-30,36,Female,West Joshua,,2,86,593.55,51045.3,10,0
96d41f95-d932-439b-8f4f-2dbb15acf1fe,2022-04-16,44,Male,West Shelleyport,savings,12,128,633.5,81088.0,1,1
7cbe8eb9-2570-483b-bb63-a4ebc77a00c6,2020-02-04,41,Male,South Matthewburgh,loan,3,355,329.64,117022.2,10,1
02dd6a9a-2d74-4d89-9909-e64565cc9741,2023-12-09,33,Male,Curryshire,savings,21,360,59.5,21420.0,8,1
9242f905-bd7b-4c31-b3da-d35c5e860866,2023-02-05,57,Female,East Virginia,,23,447,621.38,277756.86,2,0
02e643ce-dc7a-4951-a33a-9a8d93ac8965,2021-01-08,32,Male,Cameronbury,,29,395,390.71,154330.45,6,1
872a8001-ef8a-4411-bc50-4deec65389a7,2025-02-04,30,Male,Emilyburgh,loan,28,257,494.35,127047.95,5,1
a74bfd8e-146b-413a-9726-26b352c0459a,2023-09-05,50,Female,Kellystad,loan,7,140,843.94,118151.6,0,1
66767608-a72a-4aba-9300-3d4b8c3b903b,2020-12-09,42,Female,Thomasfurt,,14,204,451.26,92057.04,0,1
c9f6c240-ef9a-4ade-aef3-47b606bec0ca,2023-05-04,44,Female,Robertton,checking,25,290,65.69,19050.1,1,0
5221888f-f3e2-4aea-8e27-393b72485322,2023-11-04,49,Female,New Christopher,,22,474,940.02,445569.48,10,0
7e1d73a0-f767-4458-ade5-27499e245cef,2020-01-26,59,,East Christopherfort,savings,20,318,998.32,317465.76,0,1
dd8f1a03-a23f-46c3-b08b-0f4baa947eed,2020-05-24,37,Male,East Charleneland,checking,24,318,721.15,229325.7,2,0
5db476fd-dc35-4b4f-8422-a7a24f488b19,2025-04-05,31,Female,West Michael,checking,8,175,680.33,119057.75,0,1
714e661e-7f0f-48f1-96d4-d64f7b84dc25,2025-07-06,40,,Susanmouth,savings,16,476,674.43,321028.68,8,0
f75528eb-c063-48d9-b0c6-fbf80e158aac,2024-12-01,51,,Garzaport,checking,2,410,722.85,296368.5,6,1
37448c39-e148-4ab8-8182-3970ea9ecbbd,2023-08-11,59,,Patriciastad,loan,27,281,54.33,15266.73,5,0
2fdc90ba-001f-4cdb-9494-dd37af36dd4d,2023-08-23,70,,Katrinahaven,savings,19,238,658.38,156694.44,2,0
8be712e0-f3e5-4580-915a-583ef9a74195,2022-07-09,54,,Larryberg,loan,17,304,163.82,49801.28,4,1
2fef72e5-1b99-4bcd-a172-a64a47bfce67,2021-07-25,66,Male,Vanessahaven,checking,7,67,689.63,46205.21,9,1
a9eee2f1-2ad6-4afa-87c3-52f97a0dc33a,2024-05-16,37,Male,Rivasborough,,28,119,724.88,86260.72,6,0
d41d66eb-ee17-46d0-a9ea-35768becf187,2022-01-28,60,,Jessicahaven,loan,19,273,308.58,84242.34,3,1
066539c1-6ab2-4ad2-a5f0-d8fb056cf660,2023-02-06,52,Male,East Devin,checking,19,129,377.02,48635.58,2,1
7a2db77b-b2d7-4fdf-9972-68a0fe37317b,2024-02-19,24,Male,Davisstad,,3,337,874.52,294713.24,4,1
af1e1ca9-6355-479b-95ec-3efc78620cc4,2020-04-06,62,Male,Deborahburgh,checking,1,480,515.47,247425.6,0,0
fdbde85d-46a0-4409-968d-6e0cb8be54d2,2024-05-21,23,,Smithton,,10,72,46.84,3372.48,7,1
dde84453-f8af-47cc-86ef-f8cb3ad0386a,2024-12-26,51,,Jaredside,checking,7,371,214.23,79479.33,3,1
cb466d83-fbb7-4a8b-9864-30bf2f6aa55a,2023-01-31,64,,Thomasmouth,,24,345,758.37,261637.65,8,0
ee949b39-46a8-447c-9818-91771726d8cf,2020-10-18,68,Male,Timothytown,,27,183,861.91,157729.53,0,1
89f9d406-754d-4754-b32b-ea70ddf8e805,2025-06-26,51,Male,South Diane,savings,29,154,261.31,40241.74,10,0
0c4d5289-f8d3-466a-afaf-fc7c0adcd942,2021-09-01,41,Female,South Cody,loan,17,362,196.12,70995.44,8,0
310ee9a9-ca20-4170-8a36-eefeef6e6649,2021-08-22,51,Male,East Jasmine,,22,472,800.58,377873.76,8,1
8f456b6f-71b0-4c34-9974-d4f67e90c610,2021-08-12,59,Female,Johnsonborough,savings,16,100,534.2,53420.0,1,0
80689f09-270b-442b-92b9-3bb5b7212c24,2021-06-29,30,Male,Mcgrathmouth,loan,6,115,306.07,35198.05,5,0
9f0ac830-5526-46a1-8c4a-9bab3ac62498,2021-06-26,70,Female,Westport,checking,1,249,420.13,104612.37,8,0
c668e2e8-bd70-4965-b679-64f26924fdc7,2022-08-03,43,Female,Lake Michelle,checking,16,450,629.86,283437.0,0,1
5d121c76-9060-435b-9f60-f86eb6eee809,2020-09-13,57,Male,Lindamouth,checking,25,304,127.17,38659.68,2,0
9f5d74fa-61a2-499f-9317-e8c6d5d766f2,2022-07-04,47,Female,Harrisontown,savings,23,319,232.54,74180.26,7,0
1adae3d1-caad-43b1-9a58-bcb0aac73fec,2022-07-11,46,,East Lori,loan,19,356,330.34,117601.04,4,0
59d0c5b0-d971-4224-8ea9-4488fa7b2c26,2025-01-20,36,,Benjaminborough,,4,237,281.44,66701.28,7,1
f7b5a5a4-aa68-4220-b3ae-6ececd0da8ad,2020-07-31,53,Male,Valenciafort,savings,21,395,155.36,61367.2,3,1
677e3fca-250d-4c9d-89d4-31ccb02a7caf,2024-08-24,38,Male,Monroeshire,,9,142,631.85,89722.7,5,1
d713ef72-7172-408e-995b-e9ed12143be1,2022-10-19,44,Female,Melissaberg,,21,280,443.01,124042.8,0,0
c1feaf9c-5f49-482a-98e0-c4c99be4bedc,2021-08-30,51,Female,East Ericport,,13,409,540.53,221076.77,4,0
984aca49-a155-4415-aaf9-1bf273599393,2022-05-02,37,Male,Krauseberg,,1,308,749.58,230870.64,3,0
3021289b-293f-48c5-be0d-fa7ebe0e0794,2022-01-05,48,Male,Kennedystad,loan,13,164,795.98,130540.72,8,0
02b15ba5-b1c2-4d0f-9c81-d531569861ee,2022-05-23,28,Male,Port Jenniferberg,loan,28,21,54.11,1136.31,6,0
90ff7d2e-0540-42d2-a031-1348811857ae,2022-10-25,65,Female,Holdenland,,21,367,178.83,65630.61,0,1
fc7e2c51-e95f-4bbf-b992-5da21c077d0a,2020-10-14,41,,Lake Keithhaven,checking,5,294,535.63,157475.22,7,0
146763d3-3d94-40f5-a75e-3627eb7bcba8,2021-11-11,47,,Anthonyburgh,,14,185,663.53,122753.05,0,1
cc95fe03-e120-4797-b04f-14d856ee4d9f,2021-12-18,18,Female,West Allison,loan,19,16,49.91,798.56,7,1
dbf0c9db-ebb6-4bed-9f17-8062275e56a7,2020-11-25,58,Female,Jefferybury,,4,219,328.47,71934.93,0,1
bef0ce5a-fc46-44c0-9b7d-d106a28fb2d0,2022-02-26,39,Female,Port Tamara,loan,29,21,239.37,5026.77,5,1
1df3888a-0002-4dad-bae3-d4f223e549df,2023-12-01,65,Female,Port Sherryshire,savings,11,194,132.49,25703.06,6,0
c7948786-fe1d-4c6c-80ea-d1d9a73c9d2e,2025-06-06,33,,Martinezton,loan,14,179,140.65,25176.35,8,1
341fb3e1-1425-45b4-aa51-1b1b6f246d0e,2022-01-02,49,Female,North Ronald,,22,329,720.19,236942.51,1,1
2d16c553-5dda-4e40-8caa-e40366d1e96a,2020-08-16,41,,Woodsmouth,,28,192,776.15,149020.8,10,0
937b145a-65c7-49e2-b371-c69e300b6729,2023-08-06,64,Female,Kevinfurt,loan,1,71,579.63,41153.73,7,1
1234bf56-45b2-4bcd-a30e-15a3fa52906a,2020-02-26,25,Female,Morganburgh,,17,179,447.52,80106.08,1,1
b29ceadf-179c-47f0-99d6-935635d13377,2021-08-17,24,Female,Jamesview,savings,3,38,211.86,8050.68,2,0
80373700-f252-4b32-acdf-81a50e338395,2024-01-22,65,Male,Matthewtown,checking,15,160,130.48,20876.8,2,1
970b40e7-d3c4-4cfb-bd87-37eb8909f12a,2024-10-10,36,,Kristinafurt,loan,16,121,727.8,88063.8,6,0
f5bbcee7-6e1d-4581-81d8-62abe1ba1d03,2024-12-04,58,,Turnerview,loan,18,357,105.63,37709.91,7,0
dcdf216a-e99c-4755-b8fc-d4693eb4c125,2021-09-15,56,Male,East Kristinview,,27,11,425.99,4685.89,7,0
6a134dc5-594f-4838-b84c-129585f7f804,2023-09-30,40,Female,East Sethview,savings,21,72,762.18,54876.96,5,1
72bbf58d-30ef-46cd-a881-45ff8ddfa595,2021-04-08,22,,Lake Sean,loan,1,344,312.83,107613.52,2,0
aa46be2c-6d73-45fb-9a47-73a6884f7062,2024-11-08,24,Male,Pagebury,,13,15,714.81,10722.15,6,0
fc708c97-f443-4e2a-ae31-15248e938212,2020-03-03,31,Male,Lake Benjamin,savings,29,180,774.0,139320.0,10,0
98a3a0fa-cf06-44b8-a610-4e46e9fe93ac,2021-01-20,33,,West Christina,,12,265,685.72,181715.8,4,1
4f8e0744-0468-499d-90b2-d863074833a2,2020-04-30,49,Male,Huberbury,checking,16,245,764.78,187371.1,4,0
5c98e0af-2595-4e5d-804c-cc043453d403,2021-06-27,41,,New Kristin,savings,27,274,531.43,145611.82,6,0
a703cd1f-bff3-475c-91a4-91b940a1bd06,2020-03-20,66,,East Amber,savings,3,155,948.47,147012.85,0,1
1c60df8d-439a-46c8-aa97-cd93ed6bc87c,2023-05-22,48,Male,New Matthew,checking,2,14,505.0,7070.0,6,1
fac432e9-ad32-4edd-ae94-fd846640e2e0,2020-05-25,38,Male,Brandonville,loan,8,138,558.14,77023.32,8,1
174934bb-4ef2-48a6-b5f8-dfe470ab60f6,2020-04-05,54,Female,Michaelchester,checking,27,200,98.42,19684.0,2,1
3bce804e-1ae2-403f-8488-5cdca21398cc,2023-04-26,62,,Guerreromouth,checking,17,20,343.61,6872.2,5,0
2c06685a-aa19-45f1-b5bf-96fa0254dcf8,2023-04-28,65,,New Brandonland,,6,58,793.67,46032.86,4,0
3d49ac4a-bc0f-4fd3-b2cd-bcfffa961b1a,2024-09-30,23,Female,Lloydmouth,,18,387,81.1,31385.7,3,1
0916a9ea-f13f-4952-8ba4-133da81f4380,2024-08-31,31,Female,Stevenbury,checking,27,404,191.47,77353.88,5,1
30368ac2-902e-498a-963a-cbd8f8640bf8,2022-10-17,56,Female,Annebury,savings,2,334,964.93,322286.62,4,1
a22e9b33-718b-4631-8d74-2d31988674fb,2024-04-15,41,Female,Lake Katherineville,savings,5,351,233.53,81969.03,1,1
4c7511f5-d5d7-4433-af4d-0b8a1147ab11,2024-02-03,33,Male,New Diamond,,26,423,457.84,193666.32,9,1
fe7e5fd5-deb9-4504-ac96-df6914a0e7ab,2020-03-20,27,Male,Johnsonstad,loan,1,211,242.83,51237.13,4,0
82163ef0-c0a5-4d06-849f-f0a8e260f0dc,2021-07-26,55,,Jennifershire,loan,9,287,755.21,216745.27,1,0
b0d39233-4703-4379-b288-35c24b17a49f,2024-06-19,39,Female,Port Johnborough,,25,336,268.09,90078.24,8,0
6a0ad8ea-d297-4419-95b5-3b2966185598,2023-10-26,25,Male,Port Kathrynmouth,,28,286,739.82,211588.52,0,0
b7130020-d664-4ea6-87a1-b95f2a4524d8,2023-05-19,18,Male,Brianburgh,,27,42,828.89,34813.38,3,0
e28d3892-4172-40ba-bce5-95a167e626ad,2022-02-20,52,Female,Watsonbury,loan,10,33,431.01,14223.33,4,0
82cb76f0-7656-4ba3-9def-4db34c773145,2022-07-08,68,Female,Jacksonview,,18,189,160.95,30419.55,4,0
3479e967-872c-4661-90fa-81b4ede88958,2025-03-20,35,Female,Tylerfurt,savings,1,62,514.7,31911.4,4,0
e93bb4ea-5070-453d-9de7-afee0680821c,2024-04-09,56,,New Jerrymouth,loan,6,93,19.3,1794.9,9,0
92bb97a8-757e-4001-bf26-d965feb801c9,2024-02-08,35,,East Linda,checking,10,170,456.52,77608.4,0,1
ef29f3bd-3f30-4819-a899-e465f938644c,2022-11-09,42,Female,Lake Iantown,,18,20,313.96,6279.2,0,0
7fd30233-bc27-4381-82d6-6eb7f062887c,2024-01-21,33,Female,Ricemouth,savings,23,378,307.16,116106.48,9,0
b3c698bf-6600-413a-9935-66183ef47982,2022-06-25,49,Male,Christopherbury,checking,5,131,307.25,40249.75,8,0
e8355d53-9284-46a3-aa1f-62342eab5440,2020-03-02,48,Male,New Garyside,checking,26,114,689.27,78576.78,4,1
bd19e4c5-60d9-432c-aaca-771e626b1b41,2024-02-26,58,Male,Navarroside,loan,24,367,211.82,77737.94,7,1
d26ef92f-b5d3-4a58-98ff-34e65c3c2dfa,2020-05-07,54,,West Patricia,checking,17,482,440.42,212282.44,4,1
a294183c-e03a-4ca3-83e7-115ff10614d5,2022-01-03,33,Male,Robertshire,loan,10,112,430.27,48190.24,6,1
57544b16-7d9a-45a4-86a9-593a490cc988,2023-04-18,27,Female,Lake Emilyton,savings,27,235,32.8,7708.0,2,0
a7f43f7e-355e-45c6-b996-629a031a5071,2021-06-25,18,Female,Colefort,,13,181,504.4,91296.4,0,1
7e2c87b3-7b9d-4294-af19-407b72cfcb45,2023-08-18,28,Female,New Michelleview,savings,7,135,245.46,33137.1,3,1
4660ffa3-7d8d-473d-a37e-b8cb743a378c,2021-12-11,54,,Lake Ryan,loan,23,60,373.63,22417.8,3,1
34252fcd-2752-49ef-b30a-d2339fb49c4b,2020-07-28,57,Female,Lake Vernon,loan,14,47,812.65,38194.55,5,1
ec790918-4137-46c4-bb92-2e9371877ddd,2023-05-17,18,,Robertmouth,,2,177,500.85,88650.45,6,0
bcad0076-0600-41af-8609-5c4512697ae1,2025-06-04,23,Female,Lopezport,checking,22,429,613.36,263131.44,5,0
ada949f4-b62a-45b7-885f-7bf709eb4c7d,2020-07-17,23,Female,East Bradleyport,checking,29,450,129.35,58207.5,6,0
f0684960-28d4-4018-8c62-caa25cc5290b,2023-10-23,33,,North Marcland,,17,66,875.33,57771.78,3,0
9493357a-7ce2-461a-aaeb-f890acd9322d,2023-07-15,54,Female,South Cynthiaberg,,4,19,560.51,10649.69,9,1
4f0fe595-7a0d-482f-ac6e-0d803c68439b,2020-02-05,59,,North Mollychester,,24,326,711.6,231981.6,4,0
ab303116-a454-404b-9df6-5501de7c6728,2023-02-11,48,Female,Lake Richardchester,savings,11,272,388.7,105726.4,1,1
a0a0ed3b-ebc5-462e-b425-df61052b32af,2020-07-16,19,,Amandaview,,21,170,220.94,37559.8,8,0
814fc748-b5ff-4296-a570-3e552fb0ef2d,2024-01-05,23,Female,Christineland,savings,11,222,652.47,144848.34,3,0
b24186fe-b1a1-4f91-97d9-d9512a2368e7,2024-12-11,46,Male,South Robert,savings,27,201,166.66,33498.66,0,0
079bf2e8-612d-40f0-bd55-0bafd8dd3ff9,2024-04-02,56,,New Michael,savings,14,409,785.25,321167.25,1,1
3e7840fe-f82e-4763-8a21-66b25cdeab23,2023-06-16,54,,Navarroton,savings,3,229,694.79,159106.91,6,1
f5019b96-c1c0-49e9-ae0a-03730fa49ba3,2024-09-10,42,Female,Johnsonmouth,,20,32,601.4,19244.8,0,0
4eb2e90b-4fb7-4ed4-885c-890b0225cb11,2022-03-08,37,,East Cameronland,checking,16,54,493.54,26651.16,6,0
100df1c0-41f9-4839-9e2b-e78a1999951a,2023-03-12,47,,Jordanmouth,savings,23,285,657.85,187487.25,2,0
a15bd0f6-0b48-4320-a29b-d36219804dd7,2025-03-06,61,Male,West Jamesmouth,savings,20,31,392.91,12180.21,0,1
b77de9ca-809a-4606-8cf4-956c29851c91,2020-11-16,66,Female,New James,checking,8,374,834.55,312121.7,9,1
70e286dd-9ccc-4c20-861a-87bad0bc2e26,2020-12-08,49,,Lake Alexandermouth,savings,21,81,846.04,68529.24,1,0
7a42c2c6-8ee1-4496-84f0-3da335cbb120,2024-06-26,60,Male,West Regina,checking,1,85,35.37,3006.45,8,1
f48a477c-4768-4747-bfd2-6cbb7acd3b9e,2024-03-03,39,,Markborough,loan,25,177,66.31,11736.87,9,1
5d469bad-2ab1-4e25-adf9-ac855e9bedac,2024-11-27,35,Male,Port William,savings,29,216,455.16,98314.56,3,1
0ec1ab2d-7f9f-4d1b-824c-daebc1544bfe,2023-06-16,41,,Morganside,checking,25,342,359.96,123106.32,1,1
d1c39033-066b-4696-8f7e-4e8fd70ea33c,2024-12-21,23,Male,South April,checking,26,431,834.82,359807.42,7,1
cc67ae15-c342-4645-a1bc-f3d7cfbad780,2022-02-16,23,Male,South Carolyn,checking,5,110,704.61,77507.1,1,0
2c40adbc-d7ae-46e1-85d3-22417244f1f2,2025-01-22,18,Male,Port Cameron,savings,4,24,13.7,328.8,7,1
ca98d26b-c997-4219-907e-af35d0db7f63,2025-01-22,42,,New Mary,savings,14,168,363.61,61086.48,5,0
27221380-a020-45cc-92b1-47ba56acf34d,2022-12-14,41,Male,West Annashire,,28,187,419.89,78519.43,8,1
07ee0928-5963-47f9-be9b-cb3b2b60ca9b,2024-07-31,47,Male,West Elizabeth,savings,15,319,233.52,74492.88,7,1
a50eb34f-d375-4c9a-9a17-2dbe89f26d00,2022-02-21,63,Male,Calebchester,loan,19,479,699.5,335060.5,4,0
778f4aa9-211b-4f05-91dd-4069a27fb099,2022-07-25,20,Male,Salazarshire,checking,26,441,743.97,328090.77,7,1
bf5d12f4-d26e-4dc7-930b-aac2f419f4a0,2021-01-31,38,Female,South Antoniomouth,loan,3,390,997.07,388857.3,10,1
196a2264-ea41-4eff-bfd6-8fd2b71895af,2021-09-01,56,,East Duane,savings,14,355,373.68,132656.4,6,1
4403f9a1-1225-485b-93ca-c7fec42f1fc3,2021-04-29,33,Male,Jamesmouth,savings,8,423,301.34,127466.82,8,0
188000db-86fc-4b14-a4b9-466b46b82ddb,2023-05-12,33,,South Justintown,savings,12,353,822.73,290423.69,4,1
a4f3379e-272c-49a5-9a54-3b4a2813d571,2020-05-29,46,Male,Michaelhaven,loan,11,218,291.36,63516.48,2,1
51835cb4-b3d5-4509-ae25-a5242f7f3dc1,2021-08-02,66,Male,Taylorstad,,17,421,197.06,82962.26,6,1
da0b03e6-f777-48ec-a30f-6be8e7fc732e,2021-09-01,19,Male,Amandafort,,2,333,288.78,96163.74,3,1
88f42713-4852-4570-ab52-7783c83e97ad,2023-04-20,31,Male,Margaretbury,checking,6,156,965.56,150627.36,5,0
ffcc7200-4313-49f6-9949-b0fb720b9ce5,2023-05-28,61,Male,West Victor,checking,25,179,620.79,111121.41,7,1
b410cdeb-21be-4a3e-8968-b0e45890f2d8,2024-08-29,60,,Lake Thomasside,savings,4,323,237.03,76560.69,7,0
e2738582-2e81-45a3-b39d-987cb1c68f03,2021-11-04,57,Male,Ibarraview,checking,26,89,508.87,45289.43,2,1
90167e14-f452-4962-a6bb-24cdbc3a90e6,2025-01-14,36,Female,Michaelmouth,savings,17,244,567.74,138528.56,3,0
fa70caf6-2c66-49f0-8945-02bc1c279291,2021-01-11,47,Male,North Desiree,checking,16,462,443.69,204984.78,0,1
409ad9bf-5015-48f4-99de-353f20fbd12a,2022-01-29,56,Male,Port Jodyborough,,16,457,873.17,399038.69,3,1
921f1c52-5b4c-44cd-92f3-319ad92ca01a,2022-01-05,39,,West Tim,,6,81,414.1,33542.1,3,0
0f49bca7-fc6e-4592-916b-bb13ba9f0018,2022-01-02,65,Female,Port Erika,loan,28,361,122.46,44208.06,7,0
6ccb670b-4229-4f86-ad2f-b28f3a3d0f61,2020-09-09,44,,Danielburgh,,14,197,238.36,46956.92,9,1
1977e749-fc23-4579-b936-375411c57f38,2022-02-24,56,Female,Lake Robert,savings,21,217,804.01,174470.17,9,1
15347527-45ac-4484-a9d7-8dc1bb76b7cb,2025-01-21,68,Female,North Josephhaven,checking,27,189,81.48,15399.72,10,1
f469a9cb-16a8-4995-9932-0586345d194f,2024-01-23,49,,South Latashahaven,loan,18,93,702.16,65300.88,0,1
91d04048-5013-4e4e-a82c-4eaf86bd7474,2024-03-27,37,,Thomasshire,loan,13,33,995.4,32848.2,6,0
1948a5f1-c28a-427d-b3b4-7eb5fa6ea76f,2024-06-23,66,Female,Lauramouth,checking,23,125,234.2,29275.0,0,0
01b8b874-4e5c-4aa6-98fb-28a7bc686212,2024-12-23,24,,Martinezland,checking,11,457,968.8,442741.6,7,1
c76b8bb3-0ba8-4860-af09-296a93583ede,2021-02-08,41,Male,Alvarezbury,,29,460,214.14,98504.4,6,1
3e3e9764-39d2-4720-ae55-0f56efbcafa9,2020-12-26,23,,Port Coryborough,savings,29,338,630.75,213193.5,5,1
a52446b9-b80f-4dbd-92fa-ca211632f2b2,2023-08-08,27,,Turnerburgh,savings,2,226,667.18,150782.68,2,1
294ac0be-8ec3-4f7d-8e64-2dab487c12e7,2020-09-14,23,,Lake Brett,,25,470,176.79,83091.3,2,1
3298a47e-0d50-47e3-b4a7-2a39e9da7ede,2025-01-09,58,Female,Smithmouth,loan,19,36,89.81,3233.16,10,0
2e133323-0ee0-4dd6-8bbe-1645a313c04d,2020-06-06,60,,Port Gabriel,,3,452,442.85,200168.2,6,1
dab5a5b0-1bc8-4f98-aac4-85d5ec37a615,2024-03-02,36,Male,Port Carlos,checking,13,12,421.92,5063.04,3,0
0aa660d4-fb14-4700-a9e4-41ddac6ee9ef,2023-01-29,46,Female,Dunlapview,savings,3,261,225.74,58918.14,10,1
65f1defd-f983-496c-851a-cf85dcae4bfa,2022-02-25,36,Male,Gregoryview,,18,429,336.86,144512.94,10,1
3498895a-1519-4f64-a6ff-970e4b583fcb,2023-07-18,30,,Kimmouth,savings,10,113,624.51,70569.63,3,1
f61b0c40-f3be-48a7-b175-53fdce4c074b,2024-03-03,70,Female,Sellersside,,2,484,840.81,406952.04,10,1
695343d5-9af8-4532-8640-ece134d95e24,2020-01-20,31,Female,West Thomasmouth,,13,417,152.85,63738.45,8,0
67039660-24a9-4c63-af0e-24434f0b7ba1,2022-06-25,51,Male,North Jessica,savings,29,336,336.48,113057.28,9,0
1fd5831a-6191-4184-b996-221dd1b394c3,2025-02-07,52,Female,East Tonya,checking,28,79,397.13,31373.27,1,1
19767fcd-9055-4bdf-a721-50dc27586d7a,2024-07-21,58,Female,West Nicolefurt,loan,28,383,905.75,346902.25,3,1
24b0a0d6-f9b9-4db7-b70e-0c6012360b39,2024-10-02,62,,Collinstown,savings,25,346,423.76,146620.96,2,1
0bc33488-307f-4566-8ef2-41050c7968a9,2025-04-16,37,Male,Toddport,savings,19,372,182.94,68053.68,7,0
96497c62-5ec3-44f5-9360-db46b9798a25,2023-11-04,43,Female,West Julie,savings,1,89,470.8,41901.2,0,1
86cdad07-5989-4cb6-9d94-52d8317d15fd,2021-03-26,31,Female,Sydneytown,checking,14,77,977.47,75265.19,3,1
3e8f1500-b101-4ac5-9d58-1d3869800268,2020-10-22,30,,South David,,14,445,916.03,407633.35,10,0
24c0f8ed-a3ce-4b72-8b1c-9261657840eb,2020-02-02,42,Male,Tylerchester,loan,25,196,446.74,87561.04,10,1
6a4bed16-5d9c-4346-bbb5-ff452e72da5a,2022-10-22,61,Female,North Dawnburgh,savings,17,74,768.78,56889.72,2,0
84813eb4-bc3c-4752-ba4b-60e74e93b8f3,2023-07-06,42,Male,Port Theodoreberg,checking,12,461,885.01,407989.61,3,1
0244861d-a0d9-46f4-9333-a37ef2ec9f85,2022-11-24,59,,North Christineport,loan,22,48,606.61,29117.28,7,0
3ae0ad13-5ee0-4479-a333-83b9bf369aac,2021-02-25,42,Male,New Daniel,loan,8,150,84.56,12684.0,6,0
4b1b669a-c12e-4db9-96b8-58c7b41cd9a1,2023-08-24,53,Female,Paulaport,loan,17,13,157.47,2047.11,4,1
f740fb12-e0ef-4138-a47b-c2208d78800e,2022-06-29,69,Female,South Robert,,3,110,409.62,45058.2,10,0
8c26c062-baa8-4df2-8d4a-a98f19213965,2022-10-17,55,Female,North Rachel,checking,28,12,852.41,10228.92,6,1
