age,gender,location,account_type,login_frequency,transaction_count,avg_transaction_amount,total_spent,customer_service_interaction_count,churn,registration_date_year,registration_date_month,registration_date_day
29,female,cooperside,savings,11,150,121.16,18174.0,8,1,2021,12,14
22,female,new jimmytown,checking,24,316,958.97,303034.52,6,1,2022,12,28
29,female,cortezland,checking,1,333,982.17,327062.61,3,0,2021,7,13
21,male,barryburgh,checking,6,444,703.55,312376.2,6,1,2020,7,5
33,female,north kelly,checking,10,58,181.1,10503.8,4,0,2020,8,20
61,female,new chrischester,loan,20,126,216.52,27281.52,1,1,2021,4,19
35,female,seanberg,savings,4,116,823.52,95528.32,10,1,2020,10,30
67,male,bradleyport,savings,17,165,346.74,57212.1,3,1,2020,10,3
45,male,port brian,loan,3,57,422.01,24054.57,2,0,2025,4,11
42,female,mahoneyfurt,checking,11,69,507.45,35014.05,8,1,2022,7,2
45,male,adamsborough,loan,30,425,867.24,368577.0,8,0,2021,2,3
31,male,cynthiafurt,savings,24,171,936.58,160155.18,9,0,2021,7,30
35,female,lake jamesmouth,loan,22,401,47.57,19075.57,5,1,2020,7,1
34,female,dawnview,savings,21,378,800.89,302736.42,0,0,2021,3,31
43,male,south brianhaven,savings,23,254,371.73,94419.42,5,1,2020,4,17
50,female,jessicaberg,checking,10,416,805.48,335079.68,3,0,2023,2,28
56,female,millermouth,loan,20,437,170.86,74665.82,10,0,2020,4,1
46,female,gloriaton,loan,24,458,739.77,338814.66,5,1,2022,8,5
34,male,north sharonview,savings,9,105,344.57,36179.85,6,0,2022,3,20
67,female,alexandershire,savings,17,285,796.59,227028.15,2,0,2021,8,1
34,male,lake nina,loan,27,354,511.59,181102.86,4,1,2020,6,26
55,female,warnerfurt,loan,6,351,478.6,167988.6,8,0,2020,5,11
21,female,hendersonchester,savings,27,58,43.08,2498.64,3,1,2023,6,1
20,female,zacharyton,checking,15,386,34.4,13278.4,1,0,2023,7,17
55,female,north jamesport,loan,13,40,848.07,33922.8,8,1,2025,4,3
46,female,west brookefurt,savings,17,69,332.27,22926.63,1,0,2022,2,9
51,female,east kelli,loan,30,199,606.84,120761.16,8,0,2021,10,22
35,female,new sherry,loan,16,303,411.05,124548.15,2,0,2021,2,1
37,female,north melissa,savings,30,426,256.01,109060.26,5,1,2021,12,29
37,male,dominiquefort,loan,16,153,987.24,151047.72,3,1,2023,4,13
70,male,robertville,checking,2,242,242.46,58675.32,10,1,2021,7,4
38,female,lake michaelland,loan,3,480,314.39,150907.2,9,0,2020,10,5
29,male,south karl,loan,10,491,623.08,305932.28,5,0,2025,4,23
60,female,mccartybury,checking,25,339,208.19,70576.41,6,1,2020,9,28
42,male,east stephanieshire,loan,9,490,542.22,265687.8,10,0,2023,12,25
24,female,dawnbury,checking,14,394,124.89,49206.66,4,0,2021,5,12
29,male,jenniferport,loan,12,393,886.93,348563.49,0,0,2022,1,12
38,male,new jessicashire,loan,9,48,512.89,24618.72,6,1,2021,11,18
56,female,derrickton,checking,19,111,611.35,67859.85,1,1,2023,8,23
18,female,peterschester,savings,16,465,27.26,12675.9,3,0,2022,9,27
62,female,north jamie,savings,30,93,966.72,89904.96,3,0,2021,9,16
25,male,gomezport,savings,26,340,101.4,34476.0,2,1,2020,6,16
22,male,kendratown,savings,23,89,361.49,32172.61,2,0,2020,5,5
47,female,port walterhaven,loan,1,454,233.08,105818.32,0,1,2024,4,7
43,female,north cynthia,savings,4,371,912.39,338496.69,9,0,2024,5,19
36,female,north janiceview,loan,25,187,77.94,14574.78,2,1,2022,5,12
37,female,heatherport,loan,23,166,291.11,48324.26,8,1,2022,7,4
40,male,south timothyside,savings,5,57,276.7,15771.9,9,0,2024,11,11
39,female,abigailbury,savings,8,118,963.61,113705.98,0,0,2021,9,26
52,female,south krystalbury,checking,15,52,306.26,15925.52,7,1,2021,8,12
48,female,landryfort,savings,9,449,242.15,108725.35,3,1,2025,6,12
30,male,evanton,savings,7,171,224.98,38471.58,3,1,2020,8,6
21,female,lake mitchellville,savings,19,304,118.07,35893.28,6,1,2024,9,7
31,male,isaacborough,savings,6,177,219.76,38897.52,0,1,2023,4,26
18,female,east megan,checking,9,165,527.13,86976.45,5,1,2021,7,1
55,male,powellbury,checking,16,456,258.62,117930.72,8,1,2021,8,26
27,female,brendahaven,savings,24,492,184.71,90877.32,5,0,2020,12,26
28,female,port bobby,checking,13,141,35.48,5002.68,10,0,2021,9,28
47,male,new heather,checking,21,13,548.13,7125.69,8,1,2023,9,8
39,female,thomasburgh,savings,9,173,266.36,46080.28,0,1,2022,11,21
64,male,guzmanchester,savings,1,385,75.51,29071.35,6,1,2023,6,29
61,male,west helenview,loan,28,462,85.7,39593.4,5,0,2020,12,19
51,female,youngfort,savings,21,290,85.74,24864.6,1,0,2023,9,25
69,female,jonesborough,savings,27,402,514.75,206929.5,6,1,2022,9,4
53,female,north nancyborough,savings,11,412,136.28,56147.36,8,1,2020,5,18
24,female,alexandraburgh,loan,30,362,630.46,228226.52,7,0,2022,9,25
27,female,new patrick,savings,23,106,417.6,44265.6,5,0,2024,10,1
34,female,port tracyland,checking,23,216,466.12,100681.92,8,0,2023,1,25
68,male,anthonyside,checking,6,272,422.3,114865.6,1,0,2023,12,28
32,male,new nicoletown,savings,16,38,945.75,35938.5,6,1,2025,3,17
43,male,hallchester,loan,20,119,980.35,116661.65,5,1,2021,5,28
48,male,jillchester,savings,30,30,506.42,15192.6,3,1,2021,7,20
29,male,new ashleyburgh,savings,19,408,919.42,375123.36,8,1,2024,4,29
33,female,humphreyview,savings,14,183,958.73,175447.59,9,1,2020,7,13
27,female,davismouth,savings,4,117,582.53,68156.01,9,1,2022,12,16
25,female,north russell,loan,17,395,94.76,37430.2,10,1,2021,9,28
33,male,south alexisberg,loan,30,78,567.04,44229.12,6,0,2022,11,24
40,female,north shannonstad,savings,20,274,684.37,187517.38,4,0,2024,9,30
20,male,madisonstad,savings,26,432,137.76,59512.32,1,1,2021,6,18
32,male,south wayne,savings,9,464,222.89,103420.96,2,1,2021,1,16
34,female,maryfurt,savings,15,341,326.51,111339.91,7,1,2025,6,5
43,male,batesburgh,savings,21,225,214.81,48332.25,9,0,2024,6,4
33,female,north zachary,loan,20,172,551.73,94897.56,7,0,2024,8,24
28,female,davidchester,loan,28,461,372.65,171791.65,5,0,2020,2,20
37,female,allenburgh,savings,21,80,531.15,42492.0,8,1,2025,4,14
52,female,jacobsmouth,savings,1,367,693.54,254529.18,4,0,2023,7,2
35,female,whitehaven,loan,21,228,601.68,137183.04,9,0,2023,11,1
65,female,south jay,loan,19,235,450.78,105933.3,9,0,2022,12,21
39,female,south kristin,loan,29,366,341.32,124923.12,1,0,2022,2,10
25,female,allisonton,savings,24,59,792.94,46783.46,7,0,2025,1,23
49,male,west dianafurt,checking,5,303,671.81,203558.43,7,0,2025,3,9
69,female,michaelmouth,loan,3,209,170.46,35626.14,6,1,2020,11,20
70,female,south tiffany,checking,18,200,114.39,22878.0,5,1,2023,2,15
26,female,north thomashaven,savings,12,397,969.11,384736.67,4,0,2024,12,12
70,male,new shirleyport,savings,5,196,107.58,21085.68,0,1,2023,3,22
54,male,lake lee,checking,6,292,852.23,248851.16,9,0,2022,5,5
20,male,clarkport,savings,30,340,810.51,275573.4,4,0,2022,1,16
35,female,new james,savings,13,433,333.83,144548.39,4,1,2022,8,17
26,male,lake tammy,savings,25,478,798.36,381616.08,9,1,2021,3,3
37,female,lake andrew,loan,11,118,815.24,96198.32,4,0,2024,11,21
44,male,west diana,savings,8,497,746.55,371035.35,10,1,2024,8,31
18,female,east trevor,checking,12,217,804.43,174561.31,8,1,2025,3,7
34,male,hugheshaven,savings,26,158,766.45,121099.1,4,0,2023,1,16
21,female,kellybury,savings,18,322,993.99,320064.78,1,1,2022,1,24
37,female,paynefurt,checking,16,63,902.01,56826.63,0,0,2020,2,8
60,female,lisahaven,savings,22,323,360.3,116376.9,2,1,2025,5,18
47,male,wongside,checking,29,255,689.53,175830.15,0,1,2024,6,25
28,female,lake brenda,savings,21,165,969.51,159969.15,5,1,2021,8,10
44,female,north keithland,loan,29,252,140.92,35511.84,3,0,2025,7,15
42,female,lake melissa,loan,27,23,864.82,19890.86,0,0,2022,7,2
30,male,south cody,savings,3,201,385.16,77417.16,3,0,2024,1,12
28,female,east robert,loan,25,134,772.06,103456.04,10,1,2023,5,19
36,male,gregoryport,savings,26,399,635.33,253496.67,4,1,2020,12,5
69,male,south calvin,savings,21,241,530.64,127884.24,3,1,2022,1,2
25,female,port edgar,savings,10,328,554.13,181754.64,0,1,2023,1,12
23,male,port joshuaport,loan,9,248,779.14,193226.72,0,0,2021,7,12
58,female,bradleyborough,savings,2,380,925.78,351796.4,3,0,2022,5,3
57,female,jonstad,savings,16,402,49.13,19750.26,0,1,2021,11,5
62,female,south michael,savings,11,164,573.59,94068.76,8,1,2023,6,10
70,female,camposside,savings,3,441,868.12,382840.92,1,1,2020,11,30
25,female,port williamstad,loan,15,386,850.61,328335.46,7,1,2024,11,18
24,male,lewisbury,loan,1,124,442.02,54810.48,7,0,2024,2,9
46,female,south brian,loan,3,178,631.72,112446.16,1,1,2023,12,24
27,female,kingside,savings,7,123,39.59,4869.57,7,0,2021,12,11
26,male,potterborough,savings,13,41,963.96,39522.36,5,1,2024,6,28
36,male,west patricia,savings,29,373,122.78,45796.94,9,0,2024,7,11
68,female,alyssaton,savings,4,266,607.31,161544.46,4,0,2022,12,1
40,female,south joseph,savings,14,484,986.67,477548.28,2,0,2022,2,7
22,male,sandrastad,savings,15,227,308.17,69954.59,4,1,2024,7,9
45,female,new kristin,savings,5,189,67.93,12838.77,7,1,2021,6,5
26,female,north michael,loan,28,106,849.93,90092.58,5,0,2025,2,10
48,female,lisashire,savings,17,162,54.36,8806.32,9,0,2020,5,31
46,female,west brianport,loan,10,129,112.96,14571.84,8,1,2021,8,30
68,male,north carolyn,checking,15,421,326.23,137342.83,1,0,2022,10,22
56,female,south blake,loan,28,169,871.57,147295.33,9,1,2022,11,13
30,female,port diamondmouth,savings,3,15,362.85,5442.75,0,0,2022,4,29
36,female,kathrynborough,savings,28,28,438.25,12271.0,2,1,2020,11,9
42,female,chavezside,loan,18,196,813.77,159498.92,1,0,2020,8,9
23,male,lozanoborough,savings,11,368,869.17,319854.56,3,0,2024,8,8
58,female,new ashley,savings,12,456,56.09,25577.04,1,0,2020,4,9
45,female,carterfort,checking,8,422,798.6,337009.2,4,0,2022,11,18
18,female,maryberg,savings,10,73,537.52,39238.96,7,0,2020,1,12
23,female,west kristaton,checking,23,83,845.93,70212.19,9,1,2023,12,6
32,female,nicoleview,savings,29,355,225.47,80041.85,9,1,2021,6,6
41,male,north tracy,savings,26,88,665.02,58521.76,3,0,2020,7,15
22,female,lake tanyahaven,checking,8,333,839.32,279493.56,1,1,2024,8,10
19,female,south billyburgh,savings,26,79,525.63,41524.77,9,1,2024,6,1
30,female,prestonburgh,checking,15,377,557.07,210015.39,1,0,2023,11,16
21,female,transtad,savings,5,258,434.98,112224.84,10,1,2021,1,24
20,female,christinaside,loan,30,469,561.96,263559.24,4,0,2022,3,19
60,female,new brianna,savings,12,394,844.1,332575.4,5,1,2024,11,12
31,male,west alisha,loan,19,401,946.57,379574.57,8,0,2023,9,4
26,male,lake michellestad,savings,19,453,768.38,348076.14,8,0,2022,1,10
50,female,south bryanport,checking,1,450,430.6,193770.0,0,1,2025,6,8
68,female,smithburgh,savings,15,161,651.38,104872.18,10,0,2024,10,1
55,female,south valerie,savings,20,121,879.69,106442.49,1,0,2022,4,9
41,male,lisamouth,savings,10,143,755.82,108082.26,0,0,2020,3,12
68,female,east marissaborough,savings,1,220,748.89,164755.8,4,0,2022,8,4
21,female,new william,savings,24,280,605.24,169467.2,4,1,2023,5,27
53,female,new barbara,loan,1,255,806.22,205586.1,10,0,2022,8,23
25,male,lake amyberg,savings,21,469,24.7,11584.3,9,0,2023,12,10
27,male,lake daniel,savings,3,485,539.39,261604.15,9,0,2020,10,17
48,male,williamstad,savings,27,52,139.67,7262.84,2,1,2021,6,29
19,female,lake christopherton,savings,23,204,279.57,57032.28,3,1,2022,11,5
69,female,rachelland,savings,3,60,578.03,34681.8,0,1,2020,11,17
44,male,east katelyn,loan,17,292,763.32,222889.44,9,0,2020,9,27
55,male,east mary,savings,10,452,287.97,130162.44,8,0,2022,6,24
68,female,west john,checking,14,50,229.2,11460.0,7,1,2023,3,7
67,male,port dana,loan,15,90,546.15,49153.5,2,0,2025,4,26
38,female,houstonbury,loan,3,131,514.25,67366.75,3,0,2023,7,28
22,female,jasminefurt,savings,1,367,976.5,358375.5,6,0,2023,9,8
65,female,johnsonshire,savings,8,197,56.63,11156.11,2,1,2024,8,16
69,female,greenemouth,checking,15,316,645.44,203959.04,8,0,2023,10,14
45,female,brianhaven,savings,12,161,483.88,77904.68,8,1,2021,1,21
44,female,allenhaven,loan,21,80,227.14,18171.2,7,0,2023,8,17
29,female,sarahbury,savings,9,183,653.31,119555.73,1,0,2022,4,2
47,female,north shannon,loan,6,152,634.29,96412.08,7,1,2023,11,8
38,male,north ronald,loan,11,329,470.11,154666.19,10,1,2022,11,27
27,male,north erica,loan,8,362,298.65,108111.3,0,0,2020,6,29
59,male,hawkinsbury,checking,1,219,573.98,125701.62,4,0,2021,12,27
70,male,port raymond,loan,18,497,93.39,46414.83,5,1,2024,6,28
34,male,port beth,loan,14,296,92.04,27243.84,2,1,2022,12,25
56,female,east betty,loan,21,126,774.46,97581.96,0,1,2022,8,27
22,female,new johnfort,savings,30,279,146.0,40734.0,8,1,2022,8,6
42,female,carolineburgh,loan,13,200,412.61,82522.0,3,1,2022,8,18
49,female,new christinastad,loan,12,283,962.28,272325.24,2,1,2022,7,13
37,female,east jennifer,loan,30,453,318.23,144158.19,3,1,2022,4,18
55,female,carrborough,checking,6,432,120.06,51865.92,6,1,2025,5,21
22,female,east christopherborough,savings,10,132,141.62,18693.84,6,0,2022,8,7
55,female,michealview,checking,5,35,671.69,23509.15,6,0,2021,5,16
19,female,mannbury,savings,27,126,850.94,107218.44,8,0,2021,3,13
69,male,port stacy,savings,25,123,444.55,54679.65,5,1,2022,10,27
56,male,west lawrenceland,savings,22,22,130.26,2865.72,10,1,2021,5,21
30,male,brendamouth,loan,6,100,315.81,31581.0,0,1,2022,8,14
29,female,port joshua,savings,25,135,925.7,124969.5,10,1,2022,2,13
44,female,cynthiaside,loan,21,443,506.54,224397.22,7,0,2022,3,2
32,male,south sarahbury,savings,25,241,401.27,96706.07,0,1,2024,3,9
60,female,justintown,savings,17,477,853.16,406957.32,5,1,2021,12,31
37,male,west terrenceport,savings,16,191,620.36,118488.76,6,1,2021,3,29
30,female,rickyville,checking,16,470,751.69,353294.3,3,0,2025,3,19
64,female,whitestad,loan,11,400,143.81,57524.0,8,0,2025,6,22
56,male,new gary,savings,3,405,920.79,372919.95,10,0,2020,9,26
21,female,north nicholas,savings,8,88,185.03,16282.64,4,0,2022,3,7
65,female,south michaelton,savings,25,452,630.71,285080.92,10,0,2024,11,20
27,female,west wendyshire,checking,29,467,290.47,135649.49,10,1,2025,4,6
21,male,south margaret,savings,12,110,896.84,98652.4,6,1,2023,5,20
28,male,davidside,loan,5,277,587.69,162790.13,9,0,2024,3,24
35,female,lisaborough,loan,30,213,364.3,77595.9,1,0,2021,3,12
53,female,jamestown,loan,15,173,642.47,111147.31,2,1,2025,3,10
62,female,kathrynfort,savings,7,237,595.45,141121.65,5,0,2025,3,10
36,female,new timothyside,loan,29,482,352.11,169717.02,3,0,2020,4,26
38,female,north edward,savings,11,249,112.28,27957.72,3,1,2022,2,1
58,female,new rickyport,loan,16,60,944.97,56698.2,1,0,2022,6,5
26,female,port cheryl,savings,26,358,238.45,85365.1,4,1,2023,2,18
40,male,north justinberg,savings,25,156,115.5,18018.0,3,0,2022,12,19
52,female,north shannon,loan,2,203,785.81,159519.43,6,0,2024,10,27
61,male,jameston,savings,17,109,541.88,59064.92,1,0,2021,9,14
20,male,mcneilfort,loan,20,364,289.39,105337.96,3,1,2022,3,21
40,male,pachecoton,checking,29,469,977.55,458470.95,1,1,2022,3,15
38,female,lake angela,checking,11,142,998.64,141806.88,5,0,2024,1,8
18,female,rebeccamouth,loan,7,108,558.52,60320.16,4,0,2023,3,15
23,female,taylorside,checking,11,104,22.93,2384.72,6,1,2025,3,13
44,female,margaretside,savings,16,181,216.7,39222.7,1,0,2025,1,19
49,female,anthonybury,savings,20,269,947.03,254751.07,2,0,2022,1,23
33,male,west cathy,savings,6,387,355.4,137539.8,0,1,2022,6,11
24,male,port julianburgh,checking,7,83,657.95,54609.85,7,1,2020,3,5
50,female,south kendraville,savings,28,52,555.07,28863.64,0,0,2020,4,14
31,male,thomasbury,checking,27,338,744.51,251644.38,2,1,2024,2,19
38,male,brittneyborough,savings,15,200,637.95,127590.0,7,0,2023,8,17
30,male,lake nicole,savings,8,165,724.29,119507.85,7,0,2021,11,25
65,female,north gabriel,checking,11,396,389.95,154420.2,8,1,2023,1,12
68,male,mariaton,loan,27,286,782.5,223795.0,1,0,2021,3,13
57,female,ericchester,loan,28,148,374.0,55352.0,10,0,2022,7,31
18,female,edwardburgh,loan,22,18,831.76,14971.68,7,1,2020,5,19
61,male,new tyler,loan,17,252,840.15,211717.8,5,1,2024,2,3
42,female,zacharyland,savings,16,184,459.74,84592.16,5,1,2020,6,12
54,female,brianport,loan,29,141,929.69,131086.29,4,0,2022,6,8
37,female,port donaldburgh,savings,9,262,700.02,183405.24,4,0,2021,1,22
47,female,hayesmouth,checking,15,200,110.29,22058.0,9,0,2023,7,16
27,female,south jasonton,savings,28,310,328.02,101686.2,7,1,2022,8,13
29,female,sydneyshire,checking,14,294,749.74,220423.56,0,1,2021,10,11
62,female,harrisonton,savings,10,248,983.95,244019.6,4,0,2020,6,20
38,male,morrisonville,savings,29,392,806.47,316136.24,10,1,2022,3,14
63,female,joseport,loan,22,73,973.36,71055.28,5,0,2022,10,23
33,female,mathewfurt,savings,17,249,748.64,186411.36,8,1,2020,4,29
40,male,new andrew,loan,10,75,267.0,20025.0,4,0,2021,2,5
45,female,port christy,checking,2,34,634.97,21588.98,6,1,2021,1,22
19,female,timothyville,savings,4,342,236.38,80841.96,2,0,2020,6,21
55,female,rebeccaberg,savings,3,186,567.61,105575.46,0,1,2021,6,12
29,male,west mallorymouth,savings,14,474,224.24,106289.76,6,1,2021,1,24
36,female,monroemouth,savings,15,349,224.93,78500.57,1,1,2021,12,12
18,male,mooreburgh,loan,1,11,45.6,501.6,3,0,2024,6,5
23,male,stephenton,checking,24,219,853.93,187010.67,1,0,2023,10,1
19,female,jenniferhaven,loan,15,435,360.22,156695.7,3,1,2020,2,3
47,female,watsonhaven,savings,3,422,311.37,131398.14,10,1,2025,7,14
37,female,lake stacey,loan,14,38,376.32,14300.16,6,1,2024,2,19
46,female,shepherdside,checking,14,480,69.94,33571.2,1,0,2024,5,15
54,female,west david,loan,22,82,917.23,75212.86,5,0,2023,11,12
70,female,west sarahchester,savings,2,32,790.16,25285.12,7,0,2020,12,19
31,male,new brianfurt,checking,23,479,256.42,122825.18,6,0,2025,4,1
55,female,west jamesland,savings,13,432,332.75,143748.0,9,1,2024,3,21
27,male,diazville,savings,28,175,551.63,96535.25,3,1,2022,7,26
34,female,north brooke,savings,12,82,678.61,55646.02,9,0,2023,6,15
47,male,port daniel,checking,6,290,974.98,282744.2,10,0,2024,12,22
30,female,clarkshire,savings,21,243,560.97,136315.71,7,0,2024,1,28
47,male,benjaminborough,loan,12,429,493.6,211754.4,4,0,2023,12,31
63,female,west zacharyville,loan,1,477,499.47,238247.19,2,1,2025,6,3
66,female,port linda,checking,25,152,67.0,10184.0,10,1,2025,3,21
26,female,monroeton,loan,20,150,410.42,61563.0,2,0,2024,5,10
46,female,danabury,checking,24,165,493.26,81387.9,2,1,2021,5,7
50,male,ashleetown,loan,12,184,924.11,170036.24,0,1,2024,8,9
34,female,new jennifer,checking,5,140,267.78,37489.2,3,1,2025,1,30
60,female,north howard,checking,9,114,959.74,109410.36,0,0,2020,3,10
60,female,lake teresaborough,savings,20,111,100.39,11143.29,5,1,2024,2,8
57,female,new brianview,savings,18,347,437.68,151874.96,1,0,2024,10,8
48,female,east heatherborough,loan,25,168,475.73,79922.64,10,0,2024,2,25
39,male,gregoryburgh,savings,20,276,724.26,199895.76,7,1,2021,10,28
30,male,sarahton,loan,8,258,426.92,110145.36,10,0,2021,8,27
40,male,nicholeland,checking,7,233,560.87,130682.71,7,0,2025,3,18
23,male,port anthony,loan,9,336,510.7,171595.2,2,0,2022,9,14
66,male,port aaronmouth,savings,7,212,637.07,135058.84,10,0,2023,7,7
30,female,jonathanhaven,checking,21,112,751.79,84200.48,0,0,2021,12,10
49,female,east amandaview,savings,22,164,894.04,146622.56,2,1,2022,11,19
59,male,ericside,savings,3,339,157.5,53392.5,3,0,2022,12,29
35,female,north christopher,savings,27,104,148.55,15449.2,2,1,2020,3,22
68,female,ramirezport,loan,6,421,622.06,261887.26,3,1,2020,8,8
48,female,new renee,checking,8,387,665.29,257467.23,5,1,2022,12,16
46,female,brianshire,savings,29,362,517.17,187215.54,10,0,2021,10,16
34,male,lake danielle,savings,3,220,174.5,38390.0,10,1,2021,4,14
52,male,east raymond,savings,10,318,660.64,210083.52,7,0,2022,9,8
52,female,nancyport,savings,14,217,353.54,76718.18,3,1,2022,5,28
55,female,josephport,savings,13,59,949.23,56004.57,6,1,2022,2,28
52,female,lake ryan,savings,24,495,725.32,359033.4,3,0,2021,2,4
51,female,adrienneborough,savings,9,402,312.92,125793.84,2,1,2022,9,16
26,female,carlosland,loan,1,129,948.69,122381.01,10,0,2023,11,21
64,male,michaelhaven,savings,5,333,824.43,274535.19,8,0,2020,8,27
38,female,west nicole,savings,26,75,874.16,65562.0,3,1,2022,2,10
64,male,adammouth,savings,20,256,17.44,4464.64,6,1,2024,10,15
59,female,deleonside,savings,3,198,584.7,115770.6,4,0,2024,11,25
28,female,adamsbury,savings,12,108,827.88,89411.04,6,1,2022,3,12
51,female,west kevinstad,savings,4,477,154.52,73706.04,6,0,2025,6,30
36,female,east nicole,loan,11,212,474.09,100507.08,2,1,2020,12,31
21,male,south cynthiaport,loan,29,147,38.88,5715.36,4,1,2022,9,13
34,male,west michael,checking,12,334,36.38,12150.92,5,0,2021,2,4
70,female,west michelehaven,savings,27,98,66.43,6510.14,7,1,2025,2,11
63,female,west laura,savings,10,78,879.42,68594.76,7,1,2020,1,21
67,male,roberttown,savings,2,436,414.09,180543.24,0,0,2021,4,5
40,female,michelleburgh,checking,28,196,624.91,122482.36,8,0,2021,4,27
46,male,lake emilytown,checking,16,238,11.57,2753.66,6,0,2023,3,2
25,female,south melissafort,checking,18,236,417.91,98626.76,7,0,2022,1,7
42,male,lake michael,savings,14,279,219.77,61315.83,5,0,2021,11,18
63,female,bradleyton,savings,21,256,577.89,147939.84,0,0,2023,2,4
19,female,north jessicamouth,savings,29,91,928.9,84529.9,5,0,2024,11,16
59,male,new carolynport,checking,5,255,644.44,164332.2,2,0,2023,8,19
37,male,hillland,loan,14,233,918.52,214015.16,4,1,2021,8,23
64,female,elizabethbury,checking,7,389,208.76,81207.64,5,0,2023,1,5
25,female,davisfort,loan,9,382,277.38,105959.16,5,1,2025,4,3
54,female,clarkside,loan,15,103,990.24,101994.72,4,1,2020,12,21
44,female,east scott,savings,20,288,867.72,249903.36,3,1,2024,7,6
22,female,romanland,savings,9,87,994.32,86505.84,9,0,2025,2,7
52,male,lake valerieside,checking,23,79,658.23,52000.17,9,0,2024,8,25
63,female,new jeremy,loan,17,453,700.98,317543.94,6,1,2022,7,6
24,female,south ashley,loan,30,315,544.28,171448.2,9,0,2020,2,11
27,female,fosterfurt,checking,27,52,629.31,32724.12,8,1,2020,9,2
33,female,simmonstown,savings,26,450,437.25,196762.5,2,0,2023,7,27
28,female,new kennethmouth,savings,16,193,851.19,164279.67,5,1,2020,3,7
18,female,carolberg,savings,23,457,263.65,120488.05,5,0,2023,10,13
61,female,jasonmouth,savings,4,34,124.27,4225.18,4,0,2024,8,5
45,female,morganhaven,savings,21,401,464.97,186452.97,5,1,2022,3,25
44,male,lake trevor,savings,21,36,975.39,35114.04,3,1,2023,1,30
35,male,lake diane,savings,28,333,26.87,8947.71,2,0,2023,1,31
45,female,west wesleychester,savings,15,469,138.44,64928.36,3,0,2022,2,26
46,female,deborahside,loan,10,423,974.14,412061.22,4,1,2020,9,26
44,male,espinozabury,savings,29,382,782.91,299071.62,8,0,2020,9,3
18,female,lake amyland,savings,27,71,261.39,18558.69,6,1,2025,3,6
54,male,tranchester,checking,12,152,654.05,99415.6,9,0,2023,8,9
22,male,myerstown,savings,13,471,635.44,299292.24,4,0,2025,1,3
64,female,west jennifer,savings,21,366,988.84,361915.44,2,0,2021,5,8
70,female,lake karenton,savings,19,380,421.5,160170.0,1,0,2020,1,28
41,female,williamburgh,savings,26,469,395.7,185583.3,1,1,2021,8,13
48,female,jonathanview,savings,12,156,115.55,18025.8,0,1,2022,3,11
56,female,davidborough,checking,6,272,637.18,173312.96,3,0,2021,6,11
29,male,south donaldville,loan,11,495,254.13,125794.35,1,0,2020,8,4
59,male,port johnton,savings,26,35,725.89,25406.15,3,1,2022,12,9
38,female,jonathanport,loan,21,319,462.52,147543.88,10,1,2024,4,5
23,female,port tylerbury,loan,19,361,66.12,23869.32,9,1,2021,2,28
23,female,collinsside,savings,28,273,224.31,61236.63,3,1,2023,2,8
67,female,perrychester,savings,4,190,765.22,145391.8,2,0,2023,2,11
49,female,port taylor,loan,5,165,330.0,54450.0,6,1,2020,7,14
66,male,west suzannefort,savings,5,413,846.93,349782.09,9,0,2023,3,15
69,female,craigside,savings,28,337,309.26,104220.62,5,0,2022,5,14
48,female,sherriland,checking,14,174,909.89,158320.86,8,1,2024,1,5
32,female,port ashleybury,savings,17,252,396.97,100036.44,4,0,2020,3,2
53,female,yolandabury,savings,4,135,847.81,114454.35,10,1,2022,12,2
27,male,josephport,loan,4,160,425.6,68096.0,7,0,2024,3,18
30,female,monicaland,savings,9,228,126.43,28826.04,6,0,2021,4,21
62,male,mezamouth,savings,19,146,317.04,46287.84,0,0,2022,2,20
59,female,new patriciamouth,savings,17,253,587.83,148720.99,6,0,2025,6,11
61,female,east lori,savings,11,248,276.46,68562.08,7,0,2021,9,26
25,female,hallmouth,savings,13,379,931.91,353193.89,10,1,2021,2,3
62,female,lake rebecca,checking,6,448,119.62,53589.76,9,0,2022,11,10
29,male,west michelle,savings,4,483,469.69,226860.27,2,1,2021,12,5
23,female,south courtney,loan,3,217,633.22,137408.74,6,0,2023,9,12
39,female,lake dawnville,savings,27,453,185.22,83904.66,3,1,2022,1,13
69,female,justinside,savings,19,369,106.65,39353.85,2,0,2020,8,11
19,male,camerontown,checking,30,92,625.62,57557.04,4,1,2025,3,2
33,male,north carla,savings,15,280,618.69,173233.2,9,0,2020,1,7
57,male,north meganview,loan,2,481,374.5,180134.5,1,0,2021,2,7
54,male,molinaburgh,checking,24,431,754.55,325211.05,8,1,2021,12,17
50,male,east saraport,savings,24,218,221.78,48348.04,2,1,2022,6,13
35,female,south devinville,savings,22,311,599.95,186584.45,0,1,2024,3,7
55,female,floydchester,loan,4,348,830.02,288846.96,4,1,2024,3,6
40,female,franklinton,savings,6,115,951.85,109462.75,9,1,2022,3,20
69,female,theresaville,loan,20,494,324.17,160139.98,7,1,2020,1,8
62,female,leahfort,savings,8,79,664.51,52496.29,3,1,2020,11,11
53,male,east matthew,savings,7,359,677.24,243129.16,4,1,2021,12,5
28,female,jennifermouth,savings,7,435,303.87,132183.45,2,1,2024,4,1
36,male,south thomashaven,savings,13,140,899.32,125904.8,3,1,2022,7,28
64,female,millerbury,savings,6,322,602.66,194056.52,9,1,2021,7,31
